0.0083333,2,1,83.273,207.73,0,0,0,0,30,58.006,43415,0,0
0.0083333,3,1,82.909,117.25,0,0,0,0,22,27.613,11055,0,0
0.0083333,5,1,109.75,99.375,0,0,0,0,18,26.296,19421,0,0
0.0083333,6,1,112.44,159.12,0,0,0,0,41,4.3229,12193,0,0
0.0083333,8,1,141.56,141.78,0,0,0,0,42,4.2143,22972,0,0
0.0083333,9,1,144.95,294.54,0,0,0,0,75,0.51936,19997,0,0
0.0083333,11,1,150.83,406.46,0,0,0,0,46,39.548,13640,0,0
0.0083333,12,1,154.84,88.844,0,0,0,0,32,10.51,13006,0,0
0.0083333,13,1,197.41,65.086,0,0,0,0,17,4.7756,20050,0,0
0.0083333,14,1,210.46,175.68,0,0,0,0,40,3.2493,11819,0,0
0.0083333,15,1,212.34,225.67,0,0,0,0,7,0.56581,10404,0,0
0.0083333,16,1,218.16,329.98,0,0,0,0,42,40.372,32007,0,0
0.0083333,17,1,228.07,308.03,0,0,0,0,17,1.343,13598,0,0
0.0083333,18,1,243.7,205.18,0,0,0,0,41,12.003,19830,0,0
0.0083333,19,1,248.75,53.688,0,0,0,0,14,6.5394,8738,0,0
0.0083333,20,1,250.64,191.36,0,0,0,0,40,12.356,12170,0,0
0.0083333,21,1,260.87,230.52,0,0,0,0,45,0.61382,27588,0,0
0.0083333,22,1,265.6,264.47,0,0,0,0,37,6.6338,19052,0,0
0.0083333,23,1,271.4,225.88,0,0,0,0,96,2.4385,47560,0,0
0.0083333,25,1,304.97,247.77,0,0,0,0,22,8.1686,16861,0,0
0.0083333,26,1,314.19,172.52,0,0,0,0,52,11.17,14142,0,0
0.0083333,28,1,323.38,244.97,0,0,0,0,47,58.008,57409,0,0
0.0083333,29,1,341.23,285.63,0,0,0,0,43,42.44,53938,0,0
0.0083333,30,1,373.76,283.3,0,0,0,0,129,1.0262,34184,0,0
0.0083333,31,1,370.52,259.84,0,0,0,0,69,2.2672,16778,0,0
0.0083333,32,1,371.21,198.2,0,0,0,0,60,30.182,65535,0,0
0.0083333,34,1,395.38,414.06,0,0,0,0,27,31.693,12339,0,0
0.0083333,35,1,399.23,168.24,0,0,0,0,50,31.223,50215,0,0
0.0083333,36,1,430.23,369.26,0,0,0,0,37,12.316,11617,0,0
0.0083333,37,1,439.02,322.62,0,0,0,0,30,0.5384,19780,0,0
0.0083333,38,1,451.56,489.38,0,0,0,0,12,42.944,14264,0,0
0.0083333,39,1,491.06,324.88,0,0,0,0,37,36.087,62247,0,0
0.016667,2,2,83.304,207.73,0,0,0,0,30,60.447,42591,0,0
0.016667,3,2,81.69,117.34,0,0,0,0,22,34.877,9905.8,0,0
0.016667,5,2,110.12,99.531,0,0,0,0,18,42.657,12233,0,0
0.016667,6,2,112.76,158.56,0,0,0,0,41,3.6056,12575,0,0
0.016667,8,2,141.4,142.15,0,0,0,0,42,1.9766,14159,0,0
0.016667,9,2,145.36,295.36,0,0,0,0,75,3.5962,22177,0,0
0.016667,11,2,149.33,406.49,0,0,0,0,46,62.49,17390,0,0
0.016667,12,2,154.44,88.625,0,0,0,0,32,6.4979,10734,0,0
0.016667,13,2,197.94,64.774,0,0,0,0,17,6.0457,16834,0,0
0.016667,14,2,211.18,175.56,0,0,0,0,40,2.5515,10451,0,0
0.016667,15,2,213.12,226.14,0,0,0,0,7,0.27794,10277,0,0
0.016667,16,2,217.28,331.07,0,0,0,0,42,38.018,27166,0,0
0.016667,17,2,228.57,308.78,0,0,0,0,17,0.99148,11545,0,0
0.016667,18,2,244.95,206.93,0,0,0,0,41,32.589,63800,0,0
0.016667,19,2,247.53,54.625,0,0,0,0,14,3.6592,13419,0,0
0.016667,20,2,249.48,189.02,0,0,0,0,40,35.302,17482,0,0
